ref_name,query_name,seed_name,edit_distance,edit_distance_time
query1+620,query1,alignment,620,0.071456729
query1+630,query1,alignment,630,0.07384654
query1+640,query1,alignment,640,0.075944533
query1+650,query1,alignment,650,0.078499626
query1+660,query1,alignment,660,0.081006978
query1+670,query1,alignment,670,0.083187607
query1+680,query1,alignment,680,0.084816819
query1+690,query1,alignment,690,0.087718313
query1+700,query1,alignment,700,0.090275379
query1+710,query1,alignment,710,0.092918066
query1+720,query1,alignment,720,0.09529777
query1+730,query1,alignment,730,0.097883269
query1+740,query1,alignment,740,0.100505458
query1+750,query1,alignment,750,0.103353851
query1+760,query1,alignment,760,0.106499213
query1+770,query1,alignment,770,0.108297583
query1+780,query1,alignment,780,0.111011294
query1+790,query1,alignment,790,0.113954616
query1+800,query1,alignment,800,0.117014557
query1+810,query1,alignment,810,0.119492384
query1+820,query1,alignment,820,0.122646914
query1+830,query1,alignment,830,0.1258264
query1+840,query1,alignment,840,0.129681045
query1+850,query1,alignment,850,0.132798815
query1+860,query1,alignment,860,0.135116872
query1+870,query1,alignment,870,0.137660613
query1+880,query1,alignment,880,0.141594096
query1+890,query1,alignment,890,0.144356819
query1+900,query1,alignment,900,0.147348382
query1+910,query1,alignment,910,0.150674955
query1+920,query1,alignment,920,0.153943799
query1+930,query1,alignment,930,0.156371903
query1+940,query1,alignment,940,0.1599939
query1+950,query1,alignment,950,0.167789653
query1+960,query1,alignment,960,0.167407996
query1+970,query1,alignment,970,0.171022049
query1+980,query1,alignment,980,0.177473875
query1+990,query1,alignment,990,0.178676726
query1+1000,query1,alignment,1000,0.181127293
query1+1010,query1,alignment,1010,0.186044685
query1+1020,query1,alignment,1020,0.189065583
query1+1030,query1,alignment,1030,0.191748987
query1+1040,query1,alignment,1040,0.197514664
query1+1050,query1,alignment,1050,0.200895829
query1+1060,query1,alignment,1060,0.205239904
query1+1070,query1,alignment,1070,0.222043017
query1+1080,query1,alignment,1080,0.213975162
query1+1090,query1,alignment,1090,0.221819356
query1+1100,query1,alignment,1100,0.229422276
query1+1110,query1,alignment,1110,0.229447834
query1+1120,query1,alignment,1120,0.228963985
query1+1130,query1,alignment,1130,0.242269804
query1+1140,query1,alignment,1140,0.2419536
query1+1150,query1,alignment,1150,0.242098993
query1+1160,query1,alignment,1160,0.268333253
query1+1170,query1,alignment,1170,0.282616278
query1+1180,query1,alignment,1180,0.259257994
query1+1190,query1,alignment,1190,0.27919065
query1+1200,query1,alignment,1200,0.271251558
query1+1210,query1,alignment,1210,0.270442306
query1+1220,query1,alignment,1220,0.283690878
query1+1230,query1,alignment,1230,0.305046878
query1+1240,query1,alignment,1240,0.325361821
query1+1250,query1,alignment,1250,0.284568658
query1+1260,query1,alignment,1260,0.285557166
query1+1270,query1,alignment,1270,0.293532937
query1+1280,query1,alignment,1280,0.296794607
query1+1290,query1,alignment,1290,0.300626831
query1+1300,query1,alignment,1300,0.308824779
query1+1310,query1,alignment,1310,0.309966826
query1+1320,query1,alignment,1320,0.312383498
query1+1330,query1,alignment,1330,0.317432368
query1+1340,query1,alignment,1340,0.322627352
query1+1350,query1,alignment,1350,0.329410632
query1+1360,query1,alignment,1360,0.332316453
query1+1370,query1,alignment,1370,0.338876914
query1+1380,query1,alignment,1380,0.341663642
query1+1390,query1,alignment,1390,0.346406196
query1+1400,query1,alignment,1400,0.351856029
query1+1410,query1,alignment,1410,0.364685584
query1+1420,query1,alignment,1420,0.36356606
query1+1430,query1,alignment,1430,0.36776929
query1+1440,query1,alignment,1440,0.370895906
query1+1450,query1,alignment,1450,0.373315304
query1+1460,query1,alignment,1460,0.37894225
query1+1470,query1,alignment,1470,0.385644287
query1+1480,query1,alignment,1480,0.390527595
query1+1490,query1,alignment,1490,0.402316053
query1+1500,query1,alignment,1500,0.409861795
query1+1510,query1,alignment,1510,0.421887829
query1+1520,query1,alignment,1520,0.414149124
query1+1530,query1,alignment,1530,0.420082736
query1+1540,query1,alignment,1540,0.423022362
query1+1550,query1,alignment,1550,0.433709108
query1+1560,query1,alignment,1560,0.443232869
query1+1570,query1,alignment,1570,0.450406112
query1+1580,query1,alignment,1580,0.449267741
query1+1590,query1,alignment,1590,0.454968036
query1+1600,query1,alignment,1600,0.459748511
query1+1610,query1,alignment,1610,0.467652788
query1+1620,query1,alignment,1620,0.472183614
query1+1630,query1,alignment,1630,0.475500899
query1+1640,query1,alignment,1640,0.481198669
query1+1650,query1,alignment,1650,0.490121851
query1+1660,query1,alignment,1660,0.495342292
query1+1670,query1,alignment,1670,0.500815309
query1+1680,query1,alignment,1680,0.50730613
query1+1690,query1,alignment,1690,0.51248311
query1+1700,query1,alignment,1700,0.518185067
query1+1710,query1,alignment,1710,0.549186326
query1+1720,query1,alignment,1720,0.5376746
query1+1730,query1,alignment,1730,0.543361438
query1+1740,query1,alignment,1740,0.552010896
query1+1750,query1,alignment,1750,0.552470469
query1+1760,query1,alignment,1760,0.553145227
query1+1770,query1,alignment,1770,0.561837766
query1+1780,query1,alignment,1780,0.566804451
query1+1790,query1,alignment,1790,0.580103657
query1+1800,query1,alignment,1800,0.591036717
query1+1810,query1,alignment,1810,0.600679742
query1+1820,query1,alignment,1820,0.604618515
query1+1830,query1,alignment,1830,0.606191632
query1+1840,query1,alignment,1840,0.61941703
query1+1850,query1,alignment,1850,0.621118689
query1+1860,query1,alignment,1860,0.623489624
query1+1870,query1,alignment,1870,0.627322469
query1+1880,query1,alignment,1880,0.637237255
query1+1890,query1,alignment,1890,0.644525473
query1+1900,query1,alignment,1900,0.652184579
query1+1910,query1,alignment,1910,0.65785129
query1+1920,query1,alignment,1920,0.66215543
query1+1930,query1,alignment,1930,0.668245237
query1+1940,query1,alignment,1940,0.676917116
query1+1950,query1,alignment,1950,0.685028702
query1+1960,query1,alignment,1960,0.717508971
query1+1970,query1,alignment,1970,0.716845334
query1+1980,query1,alignment,1980,0.709127257
query1+1990,query1,alignment,1990,0.711184734
query1+2000,query1,alignment,2000,0.718658652
query1+2010,query1,alignment,2010,0.726800665
query1+2020,query1,alignment,2020,0.735274132
query1+2030,query1,alignment,2030,0.698538745
query1+2040,query1,alignment,2040,0.693705912
query1+2050,query1,alignment,2050,0.704561345
query1+2060,query1,alignment,2060,0.711287397
query1+2070,query1,alignment,2070,0.724693345
query1+2080,query1,alignment,2080,0.724447522
query1+2090,query1,alignment,2090,0.730093605
query1+2100,query1,alignment,2100,0.737097669
query1+2110,query1,alignment,2110,0.743718534
query1+2120,query1,alignment,2120,0.749197111
query1+2130,query1,alignment,2130,0.756414497
query1+2140,query1,alignment,2140,0.761881412
query1+2150,query1,alignment,2150,0.769479604
query1+2160,query1,alignment,2160,0.776743647
query1+2170,query1,alignment,2170,0.783541664
query1+2180,query1,alignment,2180,0.791210328
query1+2190,query1,alignment,2190,0.798290315
query1+2200,query1,alignment,2200,0.805797787
query1+2210,query1,alignment,2210,0.813570726
query1+2220,query1,alignment,2220,0.821075492
query1+2230,query1,alignment,2230,0.828197609
query1+2240,query1,alignment,2240,0.83484837
query1+2250,query1,alignment,2250,0.841629044
query1+2260,query1,alignment,2260,0.850195556
query1+2270,query1,alignment,2270,0.857826438
query1+2280,query1,alignment,2280,0.86455767
query1+2290,query1,alignment,2290,0.871716315
query1+2300,query1,alignment,2300,0.879563735
query1+2310,query1,alignment,2310,0.888282502
query1+2320,query1,alignment,2320,0.896755909
query1+2330,query1,alignment,2330,0.904331749
query1+2340,query1,alignment,2340,0.912991395
query1+2350,query1,alignment,2350,0.919448401
query1+2360,query1,alignment,2360,0.927077291
query1+2370,query1,alignment,2370,0.93462657
query1+2380,query1,alignment,2380,0.94212323
query1+2390,query1,alignment,2390,0.950996959
query1+2400,query1,alignment,2400,0.958679209
query1+2410,query1,alignment,2410,0.965467437
query1+2420,query1,alignment,2420,0.972463948
query1+2430,query1,alignment,2430,0.980470867
query1+2440,query1,alignment,2440,0.989518493
query1+2450,query1,alignment,2450,0.999416717
query1+2460,query1,alignment,2460,1.007790407
query1+2470,query1,alignment,2470,1.019078994
query1+2480,query1,alignment,2480,1.02417893
query1+2490,query1,alignment,2490,1.032215706
query1+2500,query1,alignment,2500,1.042083954
query1+2510,query1,alignment,2510,1.051115569
query1+2520,query1,alignment,2520,1.059513484
query1+2530,query1,alignment,2530,1.0665131
query1+2540,query1,alignment,2540,1.073870419
query1+2550,query1,alignment,2550,1.083531978
query1+2560,query1,alignment,2560,1.093581798
query1+2570,query1,alignment,2570,1.102215675
query1+2580,query1,alignment,2580,1.1078706249999999
query1+2590,query1,alignment,2590,1.131122769
query1+2600,query1,alignment,2600,1.126239701
query1+2610,query1,alignment,2610,1.139804577
query1+2620,query1,alignment,2620,1.143106884
query1+2630,query1,alignment,2630,1.153115035
query1+2640,query1,alignment,2640,1.1631969739999999
query1+2650,query1,alignment,2650,1.173981585
query1+2660,query1,alignment,2660,1.179764785
query1+2670,query1,alignment,2670,1.188443918
query1+2680,query1,alignment,2680,1.197881547
query1+2690,query1,alignment,2690,1.209015614
query1+2700,query1,alignment,2700,1.218213473
query1+2710,query1,alignment,2710,1.224058468
query1+2720,query1,alignment,2720,1.23370552
query1+2730,query1,alignment,2730,1.243580311
query1+2740,query1,alignment,2740,1.254259974
query1+2750,query1,alignment,2750,1.261538746
query1+2760,query1,alignment,2760,1.270746061
query1+2770,query1,alignment,2770,1.280048075
query1+2780,query1,alignment,2780,1.28928665
query1+2790,query1,alignment,2790,1.296420388
query1+2800,query1,alignment,2800,1.308654032
query1+2810,query1,alignment,2810,1.318516799
query1+2820,query1,alignment,2820,1.325717033
query1+2830,query1,alignment,2830,1.334304264
query1+2840,query1,alignment,2840,1.343100667
query1+2850,query1,alignment,2850,1.358461008
query1+2860,query1,alignment,2860,1.3659719049999999
query1+2870,query1,alignment,2870,1.378371241
query1+2880,query1,alignment,2880,1.3821330010000001
query1+2890,query1,alignment,2890,1.408097945
query1+2900,query1,alignment,2900,1.40070038
query1+2910,query1,alignment,2910,1.414460743
query1+2920,query1,alignment,2920,1.426374998
query1+2930,query1,alignment,2930,1.43170707
query1+2940,query1,alignment,2940,1.4450299
query1+2950,query1,alignment,2950,1.454981436
query1+2960,query1,alignment,2960,1.465508712
query1+2970,query1,alignment,2970,1.474380026
query1+2980,query1,alignment,2980,1.485310721
query1+2990,query1,alignment,2990,1.496978832
query1+3000,query1,alignment,3000,1.504842042
query1+3010,query1,alignment,3010,1.516007889
query1+3020,query1,alignment,3020,1.52809075
query1+3030,query1,alignment,3030,1.5378030150000002
query1+3040,query1,alignment,3040,1.545447914
query1+3050,query1,alignment,3050,1.555832762
query1+3060,query1,alignment,3060,1.564966791
query1+3070,query1,alignment,3070,1.5778263909999999
query1+3080,query1,alignment,3080,1.586464126
query1+3090,query1,alignment,3090,1.599858583
query1+3100,query1,alignment,3100,1.601277319
query1+3110,query1,alignment,3110,1.618498126
query1+3120,query1,alignment,3120,1.634569104
query1+3130,query1,alignment,3130,1.638159993
query1+3140,query1,alignment,3140,1.674439863
query1+3150,query1,alignment,3150,1.671581271
query1+3160,query1,alignment,3160,1.672931288
query1+3170,query1,alignment,3170,1.692435087
query1+3180,query1,alignment,3180,1.71056813
query1+3190,query1,alignment,3190,1.712596151
query1+3200,query1,alignment,3200,1.7303094350000001
query1+3210,query1,alignment,3210,1.759448594
query1+3220,query1,alignment,3220,1.765798168
query1+3230,query1,alignment,3230,1.836411952
query1+3240,query1,alignment,3240,1.858801846
query1+3250,query1,alignment,3250,1.835643869
query1+3260,query1,alignment,3260,1.8270627099999999
query1+3270,query1,alignment,3270,1.857222127
query1+3280,query1,alignment,3280,1.862906791
query1+3290,query1,alignment,3290,1.888444571
query1+3300,query1,alignment,3300,1.89387631
query1+3310,query1,alignment,3310,1.9025648309999998
query1+3320,query1,alignment,3320,1.937223465
query1+3330,query1,alignment,3330,1.934005377
query1+3340,query1,alignment,3340,1.950776318
query1+3350,query1,alignment,3350,1.960767468
query1+3360,query1,alignment,3360,1.967671554
query1+3370,query1,alignment,3370,1.994195127
query1+3380,query1,alignment,3380,1.989721378
query1+3390,query1,alignment,3390,2.003735559
query1+3400,query1,alignment,3400,2.020092032
query1+3410,query1,alignment,3410,2.030208006
query1+3420,query1,alignment,3420,2.046296415
query1+3430,query1,alignment,3430,2.049236452
query1+3440,query1,alignment,3440,2.066901525
query1+3450,query1,alignment,3450,2.081162709
query1+3460,query1,alignment,3460,2.088330191
query1+3470,query1,alignment,3470,2.137933954
query1+3480,query1,alignment,3480,2.109105881
query1+3490,query1,alignment,3490,2.137281118
query1+3500,query1,alignment,3500,2.134370638
query1+3510,query1,alignment,3510,2.1442531320000002
query1+3520,query1,alignment,3520,2.23805518
query1+3530,query1,alignment,3530,2.185957549
query1+3540,query1,alignment,3540,2.199898201
query1+3550,query1,alignment,3550,2.202361441
query1+3560,query1,alignment,3560,2.226613054
query1+3570,query1,alignment,3570,2.227376599
query1+3580,query1,alignment,3580,2.386733051
query1+3590,query1,alignment,3590,2.247794105
query1+3600,query1,alignment,3600,2.256549872
query1+3610,query1,alignment,3610,2.290559025
query1+3620,query1,alignment,3620,2.271914972
query1+3630,query1,alignment,3630,2.312918502
query1+3640,query1,alignment,3640,2.309931667
query1+3650,query1,alignment,3650,2.333761217
query1+3660,query1,alignment,3660,2.335057713
query1+3670,query1,alignment,3670,2.383060278
query1+3680,query1,alignment,3680,2.357977823
query1+3690,query1,alignment,3690,2.379630011
query1+3700,query1,alignment,3700,2.384201152
query1+3710,query1,alignment,3710,2.412150886
query1+3720,query1,alignment,3720,2.41619146
query1+3730,query1,alignment,3730,2.441637207
query1+3740,query1,alignment,3740,2.441623792
query1+3750,query1,alignment,3750,2.454245176
query1+3760,query1,alignment,3760,2.4900658030000002
query1+3770,query1,alignment,3770,2.5282908600000003
query1+3780,query1,alignment,3780,2.501429341
query1+3790,query1,alignment,3790,2.51678853
query1+3800,query1,alignment,3800,2.526070006
query1+3810,query1,alignment,3810,2.538385794
query1+3820,query1,alignment,3820,2.551803934
query1+3830,query1,alignment,3830,2.568320618
query1+3840,query1,alignment,3840,2.580197382
query1+3850,query1,alignment,3850,2.621289999
query1+3860,query1,alignment,3860,2.596308945
query1+3870,query1,alignment,3870,2.6269313309999998
query1+3880,query1,alignment,3880,2.624917456
query1+3890,query1,alignment,3890,2.656102651
query1+3900,query1,alignment,3900,2.654111349
query1+3910,query1,alignment,3910,2.678249448
query1+3920,query1,alignment,3920,2.690238873
query1+3930,query1,alignment,3930,2.709911889
query1+3940,query1,alignment,3940,2.695801248
query1+3950,query1,alignment,3950,2.740583509
query1+3960,query1,alignment,3960,2.7317544639999998
query1+3970,query1,alignment,3970,2.76569609
query1+3980,query1,alignment,3980,2.792845619
query1+3990,query1,alignment,3990,2.798693691
query1+4000,query1,alignment,4000,2.805085986
query1+4010,query1,alignment,4010,2.80320972
query1+4020,query1,alignment,4020,2.914305493
query1+4030,query1,alignment,4030,2.866089858
query1+4040,query1,alignment,4040,2.893911471
query1+4050,query1,alignment,4050,2.854933468
query1+4060,query1,alignment,4060,2.897674564
query1+4070,query1,alignment,4070,2.890843865
query1+4080,query1,alignment,4080,2.912493708
query1+4090,query1,alignment,4090,2.937826873
query1+4100,query1,alignment,4100,2.926304015
query1+4110,query1,alignment,4110,2.966659386
query1+4120,query1,alignment,4120,2.954412837
query1+4130,query1,alignment,4130,3.00061132
query1+4140,query1,alignment,4140,3.009149228
query1+4150,query1,alignment,4150,3.001298322
query1+4160,query1,alignment,4160,3.042223694
query1+4170,query1,alignment,4170,3.053594767
query1+4180,query1,alignment,4180,3.069749131
query1+4190,query1,alignment,4190,3.104159468
query1+4200,query1,alignment,4200,3.077561004
query1+4210,query1,alignment,4210,3.115157629
query1+4220,query1,alignment,4220,3.110692436
query1+4230,query1,alignment,4230,3.133936204
query1+4240,query1,alignment,4240,3.155919784
query1+4250,query1,alignment,4250,3.142277624
query1+4260,query1,alignment,4260,3.187109398
query1+4270,query1,alignment,4270,3.201967575
query1+4280,query1,alignment,4280,3.191796508
query1+4290,query1,alignment,4290,3.227065989
query1+4300,query1,alignment,4300,3.234226828
query1+4310,query1,alignment,4310,3.244451186
query1+4320,query1,alignment,4320,3.273186236
query1+4330,query1,alignment,4330,3.303100571
query1+4340,query1,alignment,4340,3.293680436
query1+4350,query1,alignment,4350,3.324067501
query1+4360,query1,alignment,4360,3.3247301670000002
query1+4370,query1,alignment,4370,3.340303978
query1+4380,query1,alignment,4380,3.365075979
query1+4390,query1,alignment,4390,3.3639016919999998
query1+4400,query1,alignment,4400,3.385929976
query1+4410,query1,alignment,4410,3.412084716
query1+4420,query1,alignment,4420,3.4185171260000002
query1+4430,query1,alignment,4430,3.43158084
query1+4440,query1,alignment,4440,3.462528849
query1+4450,query1,alignment,4450,3.476579668
query1+4460,query1,alignment,4460,3.466901488
query1+4470,query1,alignment,4470,3.5336842710000003
query1+4480,query1,alignment,4480,3.517358164
query1+4490,query1,alignment,4490,3.512130589
query1+4500,query1,alignment,4500,3.553921619
query1+4510,query1,alignment,4510,3.56913866
query1+4520,query1,alignment,4520,3.571322495
query1+4530,query1,alignment,4530,3.592466185
query1+4540,query1,alignment,4540,3.619323386
query1+4550,query1,alignment,4550,3.6371123709999997
query1+4560,query1,alignment,4560,3.621210022
query1+4570,query1,alignment,4570,3.660402257
query1+4580,query1,alignment,4580,3.815702365
query1+4590,query1,alignment,4590,3.711613522
query1+4600,query1,alignment,4600,3.7085899490000003
query1+4610,query1,alignment,4610,3.736611538
query1+4620,query1,alignment,4620,3.747345974
query1+4630,query1,alignment,4630,3.743135359
query1+4640,query1,alignment,4640,3.771954938
query1+4650,query1,alignment,4650,3.793075295
query1+4660,query1,alignment,4660,3.812575347
query1+4670,query1,alignment,4670,3.810300652
query1+4680,query1,alignment,4680,3.848998478
query1+4690,query1,alignment,4690,3.8610351510000003
query1+4700,query1,alignment,4700,3.877770226
query1+4710,query1,alignment,4710,3.909553705
query1+4720,query1,alignment,4720,3.968271299
query1+4730,query1,alignment,4730,3.9687299620000003
query1+4740,query1,alignment,4740,3.995225823
query1+4750,query1,alignment,4750,3.9458013750000003
query1+4760,query1,alignment,4760,3.937804575
query1+4770,query1,alignment,4770,3.974107328
query1+4780,query1,alignment,4780,3.98069452
query1+4790,query1,alignment,4790,4.010706209
query1+4800,query1,alignment,4800,4.016631125
query1+4810,query1,alignment,4810,4.063610397
query1+4820,query1,alignment,4820,4.055130568
query1+4830,query1,alignment,4830,4.066418464
query1+4840,query1,alignment,4840,4.089207097
query1+4850,query1,alignment,4850,4.10073238
query1+4860,query1,alignment,4860,4.11056449
query1+4870,query1,alignment,4870,4.139280965
query1+4880,query1,alignment,4880,4.166009883
query1+4890,query1,alignment,4890,4.166808234
query1+4900,query1,alignment,4900,4.661294057
query1+4910,query1,alignment,4910,4.241357044
query1+4920,query1,alignment,4920,4.249277041
query1+4930,query1,alignment,4930,4.284503451
query1+4940,query1,alignment,4940,4.298757122
query1+4950,query1,alignment,4950,4.310911617
query1+4960,query1,alignment,4960,4.314946861
query1+4970,query1,alignment,4970,4.330332089
query1+4980,query1,alignment,4980,4.35704604
query1+4990,query1,alignment,4990,4.380100693
